concept_a,concept_b,source_syllabus,Course_Code,course_name,order_delta,domain_match,ai_suggested_label,embedding_similarity,keyword_overlap,reason
Artificial variables,Fourier series of periodic,6.20N-B.E.-AI-DS.-Sem-III-IV.pdf,2013111,Mathematics for Computer Engineering,6,1,0,-0.0556,0.0,Low sim=-0.056 - no semantic relation
Artificial variables,Fourier series of even and odd functions,6.20N-B.E.-AI-DS.-Sem-III-IV.pdf,2013111,Mathematics for Computer Engineering,7,1,0,-0.0434,0.0,Low sim=-0.043 - no semantic relation
Artificial variables,Complex form of Fourier Series,6.20N-B.E.-AI-DS.-Sem-III-IV.pdf,2013111,Mathematics for Computer Engineering,8,1,0,0.0469,0.0,Low sim=0.047 - no semantic relation
Artificial variables,Lines of regression,6.20N-B.E.-AI-DS.-Sem-III-IV.pdf,2013111,Mathematics for Computer Engineering,9,1,0,0.3424,0.0,"No prereq signal: sim=0.342, delta=9, kw=0.000"
Artificial variables,Moment generating function,6.20N-B.E.-AI-DS.-Sem-III-IV.pdf,2013111,Mathematics for Computer Engineering,10,1,0,0.1467,0.0,Low sim=0.147 - no semantic relation
Artificial variables,Raw moments,6.20N-B.E.-AI-DS.-Sem-III-IV.pdf,2013111,Mathematics for Computer Engineering,11,1,0,0.121,0.0,Low sim=0.121 - no semantic relation
Kuhn-Tucker conditions,Introduction to Congruence,6.20N-B.E.-AI-DS.-Sem-III-IV.pdf,2013111,Mathematics for Computer Engineering,1,1,0,0.0039,0.0,Low sim=0.004 - no semantic relation
Kuhn-Tucker conditions,Linear congruence,6.20N-B.E.-AI-DS.-Sem-III-IV.pdf,2013111,Mathematics for Computer Engineering,2,1,0,-0.0388,0.0,Low sim=-0.039 - no semantic relation
Kuhn-Tucker conditions,Application of congruence-RSA algorithm,6.20N-B.E.-AI-DS.-Sem-III-IV.pdf,2013111,Mathematics for Computer Engineering,3,1,0,-0.0484,0.0,Low sim=-0.048 - no semantic relation
Kuhn-Tucker conditions,Dirichlet’s conditions,6.20N-B.E.-AI-DS.-Sem-III-IV.pdf,2013111,Mathematics for Computer Engineering,4,1,0,0.4166,0.2,"No prereq signal: sim=0.417, delta=4, kw=0.200"
Kuhn-Tucker conditions,Fourier series of periodic,6.20N-B.E.-AI-DS.-Sem-III-IV.pdf,2013111,Mathematics for Computer Engineering,5,1,0,-0.0291,0.0,Low sim=-0.029 - no semantic relation
Kuhn-Tucker conditions,Fourier series of even and odd functions,6.20N-B.E.-AI-DS.-Sem-III-IV.pdf,2013111,Mathematics for Computer Engineering,6,1,0,0.0022,0.0,Low sim=0.002 - no semantic relation
Kuhn-Tucker conditions,Complex form of Fourier Series,6.20N-B.E.-AI-DS.-Sem-III-IV.pdf,2013111,Mathematics for Computer Engineering,7,1,0,0.057,0.0,Low sim=0.057 - no semantic relation
Kuhn-Tucker conditions,Lines of regression,6.20N-B.E.-AI-DS.-Sem-III-IV.pdf,2013111,Mathematics for Computer Engineering,8,1,0,0.0916,0.0,Low sim=0.092 - no semantic relation
Kuhn-Tucker conditions,Moment generating function,6.20N-B.E.-AI-DS.-Sem-III-IV.pdf,2013111,Mathematics for Computer Engineering,9,1,0,0.0264,0.0,Low sim=0.026 - no semantic relation
Kuhn-Tucker conditions,Raw moments,6.20N-B.E.-AI-DS.-Sem-III-IV.pdf,2013111,Mathematics for Computer Engineering,10,1,0,0.1,0.0,Low sim=0.100 - no semantic relation
Introduction to Congruence,Linear congruence,6.20N-B.E.-AI-DS.-Sem-III-IV.pdf,2013111,Mathematics for Computer Engineering,1,1,1,0.6781,0.25,High sim=0.678 + delta=1
Introduction to Congruence,Application of congruence-RSA algorithm,6.20N-B.E.-AI-DS.-Sem-III-IV.pdf,2013111,Mathematics for Computer Engineering,2,1,1,0.6881,0.14285714285714285,High sim=0.688 + delta=2
Introduction to Congruence,Dirichlet’s conditions,6.20N-B.E.-AI-DS.-Sem-III-IV.pdf,2013111,Mathematics for Computer Engineering,3,1,0,0.1547,0.0,"No prereq signal: sim=0.155, delta=3, kw=0.000"
Introduction to Congruence,Fourier series of periodic,6.20N-B.E.-AI-DS.-Sem-III-IV.pdf,2013111,Mathematics for Computer Engineering,4,1,0,0.1555,0.0,"No prereq signal: sim=0.155, delta=4, kw=0.000"
Introduction to Congruence,Fourier series of even and odd functions,6.20N-B.E.-AI-DS.-Sem-III-IV.pdf,2013111,Mathematics for Computer Engineering,5,1,0,0.0929,0.0,Low sim=0.093 - no semantic relation
Introduction to Congruence,Complex form of Fourier Series,6.20N-B.E.-AI-DS.-Sem-III-IV.pdf,2013111,Mathematics for Computer Engineering,6,1,0,0.0916,0.0,Low sim=0.092 - no semantic relation
Introduction to Congruence,Lines of regression,6.20N-B.E.-AI-DS.-Sem-III-IV.pdf,2013111,Mathematics for Computer Engineering,7,1,0,0.0511,0.0,Low sim=0.051 - no semantic relation
Introduction to Congruence,Moment generating function,6.20N-B.E.-AI-DS.-Sem-III-IV.pdf,2013111,Mathematics for Computer Engineering,8,1,0,0.0546,0.0,Low sim=0.055 - no semantic relation
Introduction to Congruence,Raw moments,6.20N-B.E.-AI-DS.-Sem-III-IV.pdf,2013111,Mathematics for Computer Engineering,9,1,0,0.0832,0.0,Low sim=0.083 - no semantic relation
Linear congruence,Application of congruence-RSA algorithm,6.20N-B.E.-AI-DS.-Sem-III-IV.pdf,2013111,Mathematics for Computer Engineering,1,1,1,0.5786,0.16666666666666666,sim=0.579>=0.45 + delta=1<=5
Linear congruence,Dirichlet’s conditions,6.20N-B.E.-AI-DS.-Sem-III-IV.pdf,2013111,Mathematics for Computer Engineering,2,1,0,0.027,0.0,Low sim=0.027 - no semantic relation
Linear congruence,Fourier series of periodic,6.20N-B.E.-AI-DS.-Sem-III-IV.pdf,2013111,Mathematics for Computer Engineering,3,1,0,0.1968,0.0,"No prereq signal: sim=0.197, delta=3, kw=0.000"
Linear congruence,Fourier series of even and odd functions,6.20N-B.E.-AI-DS.-Sem-III-IV.pdf,2013111,Mathematics for Computer Engineering,4,1,0,0.0794,0.0,Low sim=0.079 - no semantic relation
Linear congruence,Complex form of Fourier Series,6.20N-B.E.-AI-DS.-Sem-III-IV.pdf,2013111,Mathematics for Computer Engineering,5,1,0,0.0738,0.0,Low sim=0.074 - no semantic relation
Linear congruence,Lines of regression,6.20N-B.E.-AI-DS.-Sem-III-IV.pdf,2013111,Mathematics for Computer Engineering,6,1,0,0.129,0.0,Low sim=0.129 - no semantic relation
Linear congruence,Moment generating function,6.20N-B.E.-AI-DS.-Sem-III-IV.pdf,2013111,Mathematics for Computer Engineering,7,1,0,0.0302,0.0,Low sim=0.030 - no semantic relation
Linear congruence,Raw moments,6.20N-B.E.-AI-DS.-Sem-III-IV.pdf,2013111,Mathematics for Computer Engineering,8,1,0,-0.0164,0.0,Low sim=-0.016 - no semantic relation
Application of congruence-RSA algorithm,Dirichlet’s conditions,6.20N-B.E.-AI-DS.-Sem-III-IV.pdf,2013111,Mathematics for Computer Engineering,1,1,0,0.0264,0.0,Low sim=0.026 - no semantic relation
Application of congruence-RSA algorithm,Fourier series of periodic,6.20N-B.E.-AI-DS.-Sem-III-IV.pdf,2013111,Mathematics for Computer Engineering,2,1,0,0.1624,0.125,"No prereq signal: sim=0.162, delta=2, kw=0.125"
Application of congruence-RSA algorithm,Fourier series of even and odd functions,6.20N-B.E.-AI-DS.-Sem-III-IV.pdf,2013111,Mathematics for Computer Engineering,3,1,0,0.0774,0.09090909090909091,Low sim=0.077 - no semantic relation
Application of congruence-RSA algorithm,Complex form of Fourier Series,6.20N-B.E.-AI-DS.-Sem-III-IV.pdf,2013111,Mathematics for Computer Engineering,4,1,0,0.1121,0.1111111111111111,Low sim=0.112 - no semantic relation
Application of congruence-RSA algorithm,Lines of regression,6.20N-B.E.-AI-DS.-Sem-III-IV.pdf,2013111,Mathematics for Computer Engineering,5,1,0,0.0278,0.14285714285714285,Low sim=0.028 - no semantic relation
Application of congruence-RSA algorithm,Moment generating function,6.20N-B.E.-AI-DS.-Sem-III-IV.pdf,2013111,Mathematics for Computer Engineering,6,1,0,0.1798,0.0,"No prereq signal: sim=0.180, delta=6, kw=0.000"
Application of congruence-RSA algorithm,Raw moments,6.20N-B.E.-AI-DS.-Sem-III-IV.pdf,2013111,Mathematics for Computer Engineering,7,1,0,0.0321,0.0,Low sim=0.032 - no semantic relation
Dirichlet’s conditions,Fourier series of periodic,6.20N-B.E.-AI-DS.-Sem-III-IV.pdf,2013111,Mathematics for Computer Engineering,1,1,0,0.1715,0.0,"No prereq signal: sim=0.171, delta=1, kw=0.000"
Dirichlet’s conditions,Fourier series of even and odd functions,6.20N-B.E.-AI-DS.-Sem-III-IV.pdf,2013111,Mathematics for Computer Engineering,2,1,0,0.1507,0.0,"No prereq signal: sim=0.151, delta=2, kw=0.000"
Dirichlet’s conditions,Complex form of Fourier Series,6.20N-B.E.-AI-DS.-Sem-III-IV.pdf,2013111,Mathematics for Computer Engineering,3,1,0,0.1255,0.0,Low sim=0.125 - no semantic relation
Dirichlet’s conditions,Lines of regression,6.20N-B.E.-AI-DS.-Sem-III-IV.pdf,2013111,Mathematics for Computer Engineering,4,1,0,0.0011,0.0,Low sim=0.001 - no semantic relation
Dirichlet’s conditions,Moment generating function,6.20N-B.E.-AI-DS.-Sem-III-IV.pdf,2013111,Mathematics for Computer Engineering,5,1,0,-0.0091,0.0,Low sim=-0.009 - no semantic relation
Dirichlet’s conditions,Raw moments,6.20N-B.E.-AI-DS.-Sem-III-IV.pdf,2013111,Mathematics for Computer Engineering,6,1,0,0.1015,0.0,Low sim=0.101 - no semantic relation
Fourier series of periodic,Fourier series of even and odd functions,6.20N-B.E.-AI-DS.-Sem-III-IV.pdf,2013111,Mathematics for Computer Engineering,1,1,1,0.7024,0.375,High sim=0.702 + delta=1
Fourier series of periodic,Complex form of Fourier Series,6.20N-B.E.-AI-DS.-Sem-III-IV.pdf,2013111,Mathematics for Computer Engineering,2,1,1,0.7343,0.5,High sim=0.734 + delta=2
Fourier series of periodic,Lines of regression,6.20N-B.E.-AI-DS.-Sem-III-IV.pdf,2013111,Mathematics for Computer Engineering,3,1,0,-0.0031,0.16666666666666666,Low sim=-0.003 - no semantic relation
Fourier series of periodic,Moment generating function,6.20N-B.E.-AI-DS.-Sem-III-IV.pdf,2013111,Mathematics for Computer Engineering,4,1,0,0.1743,0.0,"No prereq signal: sim=0.174, delta=4, kw=0.000"
Fourier series of periodic,Raw moments,6.20N-B.E.-AI-DS.-Sem-III-IV.pdf,2013111,Mathematics for Computer Engineering,5,1,0,-0.0189,0.0,Low sim=-0.019 - no semantic relation
Fourier series of even and odd functions,Complex form of Fourier Series,6.20N-B.E.-AI-DS.-Sem-III-IV.pdf,2013111,Mathematics for Computer Engineering,1,1,1,0.6314,0.3333333333333333,High sim=0.631 + delta=1
Fourier series of even and odd functions,Lines of regression,6.20N-B.E.-AI-DS.-Sem-III-IV.pdf,2013111,Mathematics for Computer Engineering,2,1,0,-0.005,0.1111111111111111,Low sim=-0.005 - no semantic relation
Fourier series of even and odd functions,Moment generating function,6.20N-B.E.-AI-DS.-Sem-III-IV.pdf,2013111,Mathematics for Computer Engineering,3,1,0,0.1755,0.0,"No prereq signal: sim=0.176, delta=3, kw=0.000"
Fourier series of even and odd functions,Raw moments,6.20N-B.E.-AI-DS.-Sem-III-IV.pdf,2013111,Mathematics for Computer Engineering,4,1,0,0.0454,0.0,Low sim=0.045 - no semantic relation
Complex form of Fourier Series,Lines of regression,6.20N-B.E.-AI-DS.-Sem-III-IV.pdf,2013111,Mathematics for Computer Engineering,1,1,0,0.0088,0.14285714285714285,Low sim=0.009 - no semantic relation
Complex form of Fourier Series,Moment generating function,6.20N-B.E.-AI-DS.-Sem-III-IV.pdf,2013111,Mathematics for Computer Engineering,2,1,1,0.2589,0.0,Adjacent same-course topics: delta=2 + sim=0.259
Complex form of Fourier Series,Raw moments,6.20N-B.E.-AI-DS.-Sem-III-IV.pdf,2013111,Mathematics for Computer Engineering,3,1,0,0.0211,0.0,Low sim=0.021 - no semantic relation
Lines of regression,Moment generating function,6.20N-B.E.-AI-DS.-Sem-III-IV.pdf,2013111,Mathematics for Computer Engineering,1,1,0,0.0172,0.0,Low sim=0.017 - no semantic relation
Lines of regression,Raw moments,6.20N-B.E.-AI-DS.-Sem-III-IV.pdf,2013111,Mathematics for Computer Engineering,2,1,0,0.0828,0.0,Low sim=0.083 - no semantic relation
Moment generating function,Raw moments,6.20N-B.E.-AI-DS.-Sem-III-IV.pdf,2013111,Mathematics for Computer Engineering,1,1,1,0.4099,0.0,Adjacent same-course topics: delta=1 + sim=0.410
Regular operations,Arden's theorem,6.20N-B.E.-AI-DS.-Sem-III-IV.pdf,2014111,Computational,1,1,1,0.2053,0.0,Adjacent same-course topics: delta=1 + sim=0.205
Regular operations,Decision properties of RLs,6.20N-B.E.-AI-DS.-Sem-III-IV.pdf,2014111,Computational,2,1,0,0.1942,0.0,"No prereq signal: sim=0.194, delta=2, kw=0.000"
Regular operations,Pumping lemma,6.20N-B.E.-AI-DS.-Sem-III-IV.pdf,2014111,Computational,3,1,0,0.1283,0.0,Low sim=0.128 - no semantic relation
Regular operations,RE in text search and replace,6.20N-B.E.-AI-DS.-Sem-III-IV.pdf,2014111,Computational,4,1,0,0.178,0.0,"No prereq signal: sim=0.178, delta=4, kw=0.000"
Regular operations,Application of Regular,6.20N-B.E.-AI-DS.-Sem-III-IV.pdf,2014111,Computational,5,1,1,0.6872,0.25,High sim=0.687 + delta=5
Regular operations,Languages in Compiler Design,6.20N-B.E.-AI-DS.-Sem-III-IV.pdf,2014111,Computational,6,1,0,0.2045,0.0,"No prereq signal: sim=0.205, delta=6, kw=0.000"
Regular operations,Nondeterministic Finite Automata (NFA): Definitions,6.20N-B.E.-AI-DS.-Sem-III-IV.pdf,2014111,Computational,7,1,0,0.2046,0.0,"No prereq signal: sim=0.205, delta=7, kw=0.000"
Regular operations,Equivalence between NFA with and ϵ- transitions,6.20N-B.E.-AI-DS.-Sem-III-IV.pdf,2014111,Computational,8,1,0,0.0974,0.0,Low sim=0.097 - no semantic relation
Regular operations,Minimization of DFA,6.20N-B.E.-AI-DS.-Sem-III-IV.pdf,2014111,Computational,9,1,0,0.2333,0.0,"No prereq signal: sim=0.233, delta=9, kw=0.000"
Arden's theorem,Decision properties of RLs,6.20N-B.E.-AI-DS.-Sem-III-IV.pdf,2014111,Computational,1,1,0,0.0956,0.0,Low sim=0.096 - no semantic relation
Arden's theorem,Pumping lemma,6.20N-B.E.-AI-DS.-Sem-III-IV.pdf,2014111,Computational,2,1,1,0.3108,0.0,Adjacent same-course topics: delta=2 + sim=0.311
Arden's theorem,RE in text search and replace,6.20N-B.E.-AI-DS.-Sem-III-IV.pdf,2014111,Computational,3,1,0,0.0297,0.0,Low sim=0.030 - no semantic relation
Arden's theorem,Application of Regular,6.20N-B.E.-AI-DS.-Sem-III-IV.pdf,2014111,Computational,4,1,0,0.2475,0.0,"No prereq signal: sim=0.248, delta=4, kw=0.000"
Arden's theorem,Languages in Compiler Design,6.20N-B.E.-AI-DS.-Sem-III-IV.pdf,2014111,Computational,5,1,0,0.0519,0.0,Low sim=0.052 - no semantic relation
Arden's theorem,Nondeterministic Finite Automata (NFA): Definitions,6.20N-B.E.-AI-DS.-Sem-III-IV.pdf,2014111,Computational,6,1,0,0.074,0.0,Low sim=0.074 - no semantic relation
Arden's theorem,Equivalence between NFA with and ϵ- transitions,6.20N-B.E.-AI-DS.-Sem-III-IV.pdf,2014111,Computational,7,1,0,0.1255,0.0,Low sim=0.125 - no semantic relation
Arden's theorem,Minimization of DFA,6.20N-B.E.-AI-DS.-Sem-III-IV.pdf,2014111,Computational,8,1,0,0.0896,0.0,Low sim=0.090 - no semantic relation
Decision properties of RLs,Pumping lemma,6.20N-B.E.-AI-DS.-Sem-III-IV.pdf,2014111,Computational,1,1,0,0.0197,0.0,Low sim=0.020 - no semantic relation
Decision properties of RLs,RE in text search and replace,6.20N-B.E.-AI-DS.-Sem-III-IV.pdf,2014111,Computational,2,1,0,0.032,0.0,Low sim=0.032 - no semantic relation
Decision properties of RLs,Application of Regular,6.20N-B.E.-AI-DS.-Sem-III-IV.pdf,2014111,Computational,3,1,0,0.1588,0.16666666666666666,"No prereq signal: sim=0.159, delta=3, kw=0.167"
Decision properties of RLs,Languages in Compiler Design,6.20N-B.E.-AI-DS.-Sem-III-IV.pdf,2014111,Computational,4,1,0,0.1739,0.0,"No prereq signal: sim=0.174, delta=4, kw=0.000"
Decision properties of RLs,Nondeterministic Finite Automata (NFA): Definitions,6.20N-B.E.-AI-DS.-Sem-III-IV.pdf,2014111,Computational,5,1,0,0.2488,0.0,"No prereq signal: sim=0.249, delta=5, kw=0.000"
Decision properties of RLs,Equivalence between NFA with and ϵ- transitions,6.20N-B.E.-AI-DS.-Sem-III-IV.pdf,2014111,Computational,6,1,0,0.1531,0.0,"No prereq signal: sim=0.153, delta=6, kw=0.000"
Decision properties of RLs,Minimization of DFA,6.20N-B.E.-AI-DS.-Sem-III-IV.pdf,2014111,Computational,7,1,0,0.1913,0.16666666666666666,"No prereq signal: sim=0.191, delta=7, kw=0.167"
Pumping lemma,RE in text search and replace,6.20N-B.E.-AI-DS.-Sem-III-IV.pdf,2014111,Computational,1,1,0,0.1683,0.0,"No prereq signal: sim=0.168, delta=1, kw=0.000"
Pumping lemma,Application of Regular,6.20N-B.E.-AI-DS.-Sem-III-IV.pdf,2014111,Computational,2,1,1,0.2143,0.0,Adjacent same-course topics: delta=2 + sim=0.214
Pumping lemma,Languages in Compiler Design,6.20N-B.E.-AI-DS.-Sem-III-IV.pdf,2014111,Computational,3,1,0,0.2239,0.0,"No prereq signal: sim=0.224, delta=3, kw=0.000"
Pumping lemma,Nondeterministic Finite Automata (NFA): Definitions,6.20N-B.E.-AI-DS.-Sem-III-IV.pdf,2014111,Computational,4,1,0,0.1155,0.0,Low sim=0.116 - no semantic relation
Pumping lemma,Equivalence between NFA with and ϵ- transitions,6.20N-B.E.-AI-DS.-Sem-III-IV.pdf,2014111,Computational,5,1,0,0.1623,0.0,"No prereq signal: sim=0.162, delta=5, kw=0.000"
Pumping lemma,Minimization of DFA,6.20N-B.E.-AI-DS.-Sem-III-IV.pdf,2014111,Computational,6,1,0,0.1527,0.0,"No prereq signal: sim=0.153, delta=6, kw=0.000"
RE in text search and replace,Application of Regular,6.20N-B.E.-AI-DS.-Sem-III-IV.pdf,2014111,Computational,1,1,0,0.1369,0.0,Low sim=0.137 - no semantic relation
RE in text search and replace,Languages in Compiler Design,6.20N-B.E.-AI-DS.-Sem-III-IV.pdf,2014111,Computational,2,1,0,0.0087,0.1111111111111111,Low sim=0.009 - no semantic relation
RE in text search and replace,Nondeterministic Finite Automata (NFA): Definitions,6.20N-B.E.-AI-DS.-Sem-III-IV.pdf,2014111,Computational,3,1,0,0.0547,0.0,Low sim=0.055 - no semantic relation
RE in text search and replace,Equivalence between NFA with and ϵ- transitions,6.20N-B.E.-AI-DS.-Sem-III-IV.pdf,2014111,Computational,4,1,0,0.0344,0.08333333333333333,Low sim=0.034 - no semantic relation
RE in text search and replace,Minimization of DFA,6.20N-B.E.-AI-DS.-Sem-III-IV.pdf,2014111,Computational,5,1,0,0.056,0.0,Low sim=0.056 - no semantic relation
Application of Regular,Languages in Compiler Design,6.20N-B.E.-AI-DS.-Sem-III-IV.pdf,2014111,Computational,1,1,0,0.127,0.0,Low sim=0.127 - no semantic relation
Application of Regular,Nondeterministic Finite Automata (NFA): Definitions,6.20N-B.E.-AI-DS.-Sem-III-IV.pdf,2014111,Computational,2,1,1,0.2048,0.0,Adjacent same-course topics: delta=2 + sim=0.205
Application of Regular,Equivalence between NFA with and ϵ- transitions,6.20N-B.E.-AI-DS.-Sem-III-IV.pdf,2014111,Computational,3,1,0,0.1411,0.0,Low sim=0.141 - no semantic relation
Application of Regular,Minimization of DFA,6.20N-B.E.-AI-DS.-Sem-III-IV.pdf,2014111,Computational,4,1,0,0.289,0.2,"No prereq signal: sim=0.289, delta=4, kw=0.200"
Languages in Compiler Design,Nondeterministic Finite Automata (NFA): Definitions,6.20N-B.E.-AI-DS.-Sem-III-IV.pdf,2014111,Computational,1,1,1,0.2147,0.0,Adjacent same-course topics: delta=1 + sim=0.215
Languages in Compiler Design,Equivalence between NFA with and ϵ- transitions,6.20N-B.E.-AI-DS.-Sem-III-IV.pdf,2014111,Computational,2,1,0,0.1073,0.0,Low sim=0.107 - no semantic relation
Languages in Compiler Design,Minimization of DFA,6.20N-B.E.-AI-DS.-Sem-III-IV.pdf,2014111,Computational,3,1,0,0.146,0.0,Low sim=0.146 - no semantic relation
Nondeterministic Finite Automata (NFA): Definitions,Equivalence between NFA with and ϵ- transitions,6.20N-B.E.-AI-DS.-Sem-III-IV.pdf,2014111,Computational,1,1,1,0.5904,0.09090909090909091,sim=0.590>=0.45 + delta=1<=5
Nondeterministic Finite Automata (NFA): Definitions,Minimization of DFA,6.20N-B.E.-AI-DS.-Sem-III-IV.pdf,2014111,Computational,2,1,1,0.5158,0.0,sim=0.516>=0.45 + delta=2<=5
Equivalence between NFA with and ϵ- transitions,Minimization of DFA,6.20N-B.E.-AI-DS.-Sem-III-IV.pdf,2014111,Computational,1,1,1,0.4193,0.0,Adjacent same-course topics: delta=1 + sim=0.419
Special-purpose,Open-source and Proprietary Operating System,6.20N-B.E.-AI-DS.-Sem-III-IV.pdf,2014113,Operating System,1,1,0,0.1526,0.0,"No prereq signal: sim=0.153, delta=1, kw=0.000"
Special-purpose,Fundamentals of Distributed Operating System,6.20N-B.E.-AI-DS.-Sem-III-IV.pdf,2014113,Operating System,2,1,0,0.1752,0.0,"No prereq signal: sim=0.175, delta=2, kw=0.000"
Special-purpose,Network Operating System,6.20N-B.E.-AI-DS.-Sem-III-IV.pdf,2014113,Operating System,3,1,0,0.1191,0.0,Low sim=0.119 - no semantic relation
