concept_a,concept_b,source_syllabus,order_delta,label,reason,domain_match,Course_Code,course_name,embedding_similarity,keyword_overlap
Kar lPearson’s Coefficient of correlation(r) Spearman’s,Rank correlation coefficient (R) (with repeated and non,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,1,1,Adjacent same-course topics: delta=1 + sim=0.440,1.0,,,0.4405,0.2308
Kar lPearson’s Coefficient of correlation(r) Spearman’s,"Advanced Engineering Mathematics, R.K. Jainand S.R.K. Iyengar, Narosapublication",6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,2,0,Insufficient signal,1.0,,,0.1671,0.1333
Rank correlation coefficient (R) (with repeated and non,"Advanced Engineering Mathematics, R.K. Jainand S.R.K. Iyengar, Narosapublication",6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,1,0,Insufficient signal,1.0,,,0.0837,0.0625
Overview of Data Structures: Revision of basic data structures (arrays,Introduction to Analysis of Algorithms Fundamentals of the analysis of algorithms: Time and Space,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,1,1,Adjacent same-course topics: delta=1 + sim=0.324,1.0,,,0.3244,0.0625
Overview of Data Structures: Revision of basic data structures (arrays,Asymptotic notation,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,2,0,Insufficient signal,1.0,,,-0.0053,0.0
Introduction to Analysis of Algorithms Fundamentals of the analysis of algorithms: Time and Space,Asymptotic notation,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,1,0,Insufficient signal,1.0,,,0.1088,0.0
"Database System Concepts, Architecture",Characteristics of Databases,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,1,1,High sim=0.748 + delta=1,1.0,,,0.7484,0.0
"Database System Concepts, Architecture",File system v/s Database,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,2,1,sim=0.586>=0.55 + delta=2<=5,1.0,,,0.5864,0.2857
"Database System Concepts, Architecture",DBMS system,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,3,1,High sim=0.727 + delta=3,1.0,,,0.7267,0.2
"Database System Concepts, Architecture",Role of DBA,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,4,1,sim=0.554>=0.55 + delta=4<=5,1.0,,,0.5539,0.0
Characteristics of Databases,File system v/s Database,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,1,1,Adjacent same-course topics: delta=1 + sim=0.502,1.0,,,0.5019,0.0
Characteristics of Databases,DBMS system,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,2,1,High sim=0.620 + delta=2,1.0,,,0.6196,0.0
Characteristics of Databases,Role of DBA,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,3,0,Insufficient signal,1.0,,,0.5379,0.2
File system v/s Database,DBMS system,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,1,1,Adjacent same-course topics: delta=1 + sim=0.527,1.0,,,0.5268,0.1667
File system v/s Database,Role of DBA,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,2,1,Adjacent same-course topics: delta=2 + sim=0.361,1.0,,,0.3606,0.0
DBMS system,Role of DBA,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,1,1,Adjacent same-course topics: delta=1 + sim=0.525,1.0,,,0.525,0.0
Functions ofSquare Matrix,Quadratic forms,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,1,1,Adjacent same-course topics: delta=1 + sim=0.403,1.0,,,0.403,0.0
Functions ofSquare Matrix,Theorem to evaluate realintegrations,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,2,0,Insufficient signal,1.0,,,0.0648,0.0
Functions ofSquare Matrix,Inverse of Transform by Binomial,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,3,0,Insufficient signal,1.0,,,0.159,0.0
Quadratic forms,Theorem to evaluate realintegrations,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,1,0,Insufficient signal,1.0,,,0.0368,0.0
Quadratic forms,Inverse of Transform by Binomial,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,2,0,Insufficient signal,1.0,,,0.0334,0.0
Theorem to evaluate realintegrations,Inverse of Transform by Binomial,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,1,0,Insufficient signal,1.0,,,0.0278,0.0
System calls with examples for different OS,Selection of Scheduling,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,1,0,Insufficient signal,1.0,,,0.1234,0.0
System calls with examples for different OS,Algorithms  for  different  situations,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,2,0,Insufficient signal,1.0,,,0.2163,0.2222
System calls with examples for different OS,Real-time,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,3,0,Insufficient signal,1.0,,,0.1898,0.0
System calls with examples for different OS,Implementation of Page,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,4,0,Insufficient signal,1.0,,,0.1009,0.0
System calls with examples for different OS,Features of I/O facility for different OS,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,5,0,Insufficient signal,1.0,,,0.4898,0.25
Selection of Scheduling,Real-time,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,2,0,Insufficient signal,1.0,,,0.2926,0.0
Selection of Scheduling,Implementation of Page,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,3,0,Insufficient signal,1.0,,,0.1203,0.2
Selection of Scheduling,Features of I/O facility for different OS,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,4,0,Insufficient signal,1.0,,,0.2145,0.1
Algorithms  for  different  situations,Real-time,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,1,1,Adjacent same-course topics: delta=1 + sim=0.340,1.0,,,0.3399,0.0
Algorithms  for  different  situations,Implementation of Page,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,2,0,Insufficient signal,1.0,,,0.2304,0.0
Algorithms  for  different  situations,Features of I/O facility for different OS,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,3,0,Insufficient signal,1.0,,,0.2194,0.2
Real-time,Implementation of Page,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,1,0,Insufficient signal,1.0,,,0.1423,0.0
Real-time,Features of I/O facility for different OS,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,2,0,Insufficient signal,1.0,,,0.2171,0.0
Implementation of Page,Features of I/O facility for different OS,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,1,0,Insufficient signal,1.0,,,0.1487,0.1
Structure of a switch,Space Division Switching,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,1,1,Adjacent same-course topics: delta=1 + sim=0.313,1.0,,,0.3131,0.0
Structure of a switch,Data Link Layer Data Link Control:  Framing ,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,2,0,Insufficient signal,1.0,,,0.1193,0.0
Structure of a switch,Linear Block Code,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,3,0,Insufficient signal,1.0,,,0.272,0.0
Structure of a switch,CRC code,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,4,0,Insufficient signal,1.0,,,0.0783,0.0
Structure of a switch,Flow Control: Stop-and-Wait Flow Control,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,5,0,Insufficient signal,1.0,,,0.1327,0.0
Structure of a switch,Error Control: Stop-and-Wait ARQ,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,6,0,Insufficient signal,1.0,,,0.0427,0.0
Structure of a switch,Go-Back-N ARQ,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,7,0,Insufficient signal,1.0,,,0.0511,0.0
Structure of a switch,Medium Access Control,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,8,0,Insufficient signal,1.0,,,0.1167,0.0
Structure of a switch,Scheduled Access (Reservation,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,9,0,Insufficient signal,1.0,,,-0.0133,0.0
Structure of a switch,Random Access (ALOHA,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,10,0,Insufficient signal,1.0,,,0.0682,0.0
Structure of a switch,Link Layer Addressing,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,11,0,Insufficient signal,1.0,,,0.2657,0.0
Structure of a switch,10-Gigabit Ethernet,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,12,0,Insufficient signal,1.0,,,0.1952,0.0
Structure of a switch,Self-Study Topics,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,13,0,Insufficient signal,1.0,,,0.0047,0.0
Structure of a switch,HDLC Protocol,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,14,0,Insufficient signal,1.0,,,0.0091,0.0
Space Division Switching,Data Link Layer Data Link Control:  Framing ,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,1,0,Insufficient signal,1.0,,,0.147,0.0
Space Division Switching,Linear Block Code,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,2,0,Insufficient signal,1.0,,,0.2066,0.0
Space Division Switching,CRC code,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,3,0,Insufficient signal,1.0,,,0.1672,0.0
Space Division Switching,Flow Control: Stop-and-Wait Flow Control,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,4,0,Insufficient signal,1.0,,,0.1945,0.0
Space Division Switching,Error Control: Stop-and-Wait ARQ,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,5,0,Insufficient signal,1.0,,,0.0481,0.0
Space Division Switching,Go-Back-N ARQ,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,6,0,Insufficient signal,1.0,,,0.1059,0.0
Space Division Switching,Medium Access Control,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,7,0,Insufficient signal,1.0,,,0.2054,0.0
Space Division Switching,Scheduled Access (Reservation,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,8,0,Insufficient signal,1.0,,,0.0431,0.0
Space Division Switching,Random Access (ALOHA,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,9,0,Insufficient signal,1.0,,,0.0805,0.0
Space Division Switching,Link Layer Addressing,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,10,0,Insufficient signal,1.0,,,0.0648,0.0
Space Division Switching,10-Gigabit Ethernet,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,11,0,Insufficient signal,1.0,,,0.1628,0.0
Space Division Switching,Self-Study Topics,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,12,0,Insufficient signal,1.0,,,0.0242,0.0
Space Division Switching,HDLC Protocol,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,13,0,Insufficient signal,1.0,,,0.014,0.0
Space Division Switching,IEEE 802.11 Wireless LAN,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,14,0,Insufficient signal,1.0,,,0.1212,0.0
Data Link Layer Data Link Control:  Framing ,Linear Block Code,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,1,0,Insufficient signal,1.0,,,0.1546,0.0
Data Link Layer Data Link Control:  Framing ,CRC code,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,2,0,Insufficient signal,1.0,,,0.11,0.0
Data Link Layer Data Link Control:  Framing ,Flow Control: Stop-and-Wait Flow Control,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,3,0,Insufficient signal,1.0,,,0.3241,0.1111
Data Link Layer Data Link Control:  Framing ,Error Control: Stop-and-Wait ARQ,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,4,0,Insufficient signal,1.0,,,0.1257,0.1
Data Link Layer Data Link Control:  Framing ,Go-Back-N ARQ,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,5,0,Insufficient signal,1.0,,,-0.0347,0.0
Data Link Layer Data Link Control:  Framing ,Medium Access Control,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,6,0,Insufficient signal,1.0,,,0.3796,0.1429
Data Link Layer Data Link Control:  Framing ,Scheduled Access (Reservation,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,7,0,Insufficient signal,1.0,,,0.1417,0.0
Data Link Layer Data Link Control:  Framing ,Random Access (ALOHA,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,8,0,Insufficient signal,1.0,,,0.1248,0.0
Data Link Layer Data Link Control:  Framing ,Link Layer Addressing,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,9,0,Insufficient signal,1.0,,,0.5324,0.3333
Data Link Layer Data Link Control:  Framing ,10-Gigabit Ethernet,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,10,0,Insufficient signal,1.0,,,0.251,0.0
Data Link Layer Data Link Control:  Framing ,Self-Study Topics,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,11,0,Insufficient signal,1.0,,,0.0323,0.0
Data Link Layer Data Link Control:  Framing ,HDLC Protocol,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,12,0,Insufficient signal,1.0,,,0.2889,0.0
Data Link Layer Data Link Control:  Framing ,IEEE 802.11 Wireless LAN,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,13,0,Insufficient signal,1.0,,,0.0815,0.0
Linear Block Code,CRC code,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,1,1,Adjacent same-course topics: delta=1 + sim=0.398,1.0,,,0.3981,0.25
Linear Block Code,Flow Control: Stop-and-Wait Flow Control,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,2,0,Insufficient signal,1.0,,,0.1731,0.0
Linear Block Code,Error Control: Stop-and-Wait ARQ,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,3,0,Insufficient signal,1.0,,,0.0706,0.0
Linear Block Code,Go-Back-N ARQ,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,4,0,Insufficient signal,1.0,,,0.0246,0.0
Linear Block Code,Medium Access Control,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,5,0,Insufficient signal,1.0,,,0.1435,0.0
Linear Block Code,Scheduled Access (Reservation,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,6,0,Insufficient signal,1.0,,,0.1022,0.0
Linear Block Code,Random Access (ALOHA,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,7,0,Insufficient signal,1.0,,,0.1013,0.0
Linear Block Code,Link Layer Addressing,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,8,0,Insufficient signal,1.0,,,0.2449,0.0
Linear Block Code,10-Gigabit Ethernet,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,9,0,Insufficient signal,1.0,,,0.0926,0.0
Linear Block Code,Self-Study Topics,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,10,0,Insufficient signal,1.0,,,-0.0409,0.0
Linear Block Code,HDLC Protocol,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,11,0,Insufficient signal,1.0,,,0.1087,0.0
Linear Block Code,IEEE 802.11 Wireless LAN,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,12,0,Insufficient signal,1.0,,,0.0491,0.0
CRC code,Flow Control: Stop-and-Wait Flow Control,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,1,0,Insufficient signal,1.0,,,0.1772,0.0
CRC code,Error Control: Stop-and-Wait ARQ,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,2,0,Insufficient signal,1.0,,,0.1052,0.0
CRC code,Go-Back-N ARQ,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,3,0,Insufficient signal,1.0,,,0.1025,0.0
CRC code,Medium Access Control,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,4,0,Insufficient signal,1.0,,,0.1827,0.0
CRC code,Scheduled Access (Reservation,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,5,0,Insufficient signal,1.0,,,0.182,0.0
CRC code,Random Access (ALOHA,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,6,0,Insufficient signal,1.0,,,0.1622,0.0
CRC code,Link Layer Addressing,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,7,0,Insufficient signal,1.0,,,0.1388,0.0
CRC code,10-Gigabit Ethernet,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,8,0,Insufficient signal,1.0,,,-0.013,0.0
CRC code,Self-Study Topics,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,9,0,Insufficient signal,1.0,,,0.0648,0.0
CRC code,HDLC Protocol,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,10,0,Insufficient signal,1.0,,,0.2231,0.0
CRC code,IEEE 802.11 Wireless LAN,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,11,0,Insufficient signal,1.0,,,0.1103,0.0
Flow Control: Stop-and-Wait Flow Control,Error Control: Stop-and-Wait ARQ,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,1,1,sim=0.576>=0.55 + delta=1<=5,1.0,,,0.5758,0.5714
Flow Control: Stop-and-Wait Flow Control,Go-Back-N ARQ,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,2,0,Insufficient signal,1.0,,,0.1993,0.0
Flow Control: Stop-and-Wait Flow Control,Medium Access Control,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,3,0,Insufficient signal,1.0,,,0.3332,0.1429
Flow Control: Stop-and-Wait Flow Control,Scheduled Access (Reservation,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,4,0,Insufficient signal,1.0,,,0.1675,0.0
Flow Control: Stop-and-Wait Flow Control,Random Access (ALOHA,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,5,0,Insufficient signal,1.0,,,0.1147,0.0
Flow Control: Stop-and-Wait Flow Control,Link Layer Addressing,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,6,0,Insufficient signal,1.0,,,0.1342,0.0
Flow Control: Stop-and-Wait Flow Control,10-Gigabit Ethernet,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,7,0,Insufficient signal,1.0,,,0.0389,0.0
Flow Control: Stop-and-Wait Flow Control,Self-Study Topics,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,8,0,Insufficient signal,1.0,,,0.0248,0.0
Flow Control: Stop-and-Wait Flow Control,HDLC Protocol,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,9,0,Insufficient signal,1.0,,,0.1468,0.0
Flow Control: Stop-and-Wait Flow Control,IEEE 802.11 Wireless LAN,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,10,0,Insufficient signal,1.0,,,0.0159,0.0
Error Control: Stop-and-Wait ARQ,Go-Back-N ARQ,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,1,1,Adjacent same-course topics: delta=1 + sim=0.405,1.0,,,0.4047,0.1111
Error Control: Stop-and-Wait ARQ,Medium Access Control,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,2,0,Insufficient signal,1.0,,,0.1437,0.125
Error Control: Stop-and-Wait ARQ,Scheduled Access (Reservation,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,3,0,Insufficient signal,1.0,,,0.0597,0.0
Error Control: Stop-and-Wait ARQ,Random Access (ALOHA,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,4,0,Insufficient signal,1.0,,,0.1215,0.0
Error Control: Stop-and-Wait ARQ,Link Layer Addressing,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,5,0,Insufficient signal,1.0,,,0.0152,0.0
Error Control: Stop-and-Wait ARQ,10-Gigabit Ethernet,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,6,0,Insufficient signal,1.0,,,0.0322,0.0
Error Control: Stop-and-Wait ARQ,Self-Study Topics,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,7,0,Insufficient signal,1.0,,,-0.0352,0.0
Error Control: Stop-and-Wait ARQ,HDLC Protocol,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,8,0,Insufficient signal,1.0,,,0.0972,0.0
Error Control: Stop-and-Wait ARQ,IEEE 802.11 Wireless LAN,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,9,0,Insufficient signal,1.0,,,-0.029,0.0
Go-Back-N ARQ,Medium Access Control,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,1,0,Insufficient signal,1.0,,,0.0127,0.0
Go-Back-N ARQ,Scheduled Access (Reservation,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,2,0,Insufficient signal,1.0,,,0.0243,0.0
Go-Back-N ARQ,Random Access (ALOHA,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,3,0,Insufficient signal,1.0,,,0.1204,0.0
Go-Back-N ARQ,Link Layer Addressing,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,4,0,Insufficient signal,1.0,,,0.0544,0.0
Go-Back-N ARQ,10-Gigabit Ethernet,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,5,0,Insufficient signal,1.0,,,0.0783,0.0
Go-Back-N ARQ,Self-Study Topics,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,6,0,Insufficient signal,1.0,,,0.0588,0.0
Go-Back-N ARQ,HDLC Protocol,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,7,0,Insufficient signal,1.0,,,0.0549,0.0
Go-Back-N ARQ,IEEE 802.11 Wireless LAN,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,8,0,Insufficient signal,1.0,,,-0.0285,0.0
Medium Access Control,Scheduled Access (Reservation,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,1,1,Adjacent same-course topics: delta=1 + sim=0.327,1.0,,,0.3272,0.2
Medium Access Control,Random Access (ALOHA,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,2,1,Adjacent same-course topics: delta=2 + sim=0.376,1.0,,,0.3759,0.2
Medium Access Control,Link Layer Addressing,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,3,0,Insufficient signal,1.0,,,0.2033,0.0
Medium Access Control,10-Gigabit Ethernet,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,4,0,Insufficient signal,1.0,,,0.1796,0.0
Medium Access Control,Self-Study Topics,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,5,0,Insufficient signal,1.0,,,0.0534,0.0
Medium Access Control,HDLC Protocol,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,6,0,Insufficient signal,1.0,,,0.3793,0.0
Medium Access Control,IEEE 802.11 Wireless LAN,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,7,0,Insufficient signal,1.0,,,0.2109,0.0
Scheduled Access (Reservation,Random Access (ALOHA,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,1,1,Adjacent same-course topics: delta=1 + sim=0.336,1.0,,,0.3361,0.2
Scheduled Access (Reservation,Link Layer Addressing,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,2,0,Insufficient signal,1.0,,,0.0827,0.0
Scheduled Access (Reservation,10-Gigabit Ethernet,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,3,0,Insufficient signal,1.0,,,-0.0131,0.0
Scheduled Access (Reservation,Self-Study Topics,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,4,0,Insufficient signal,1.0,,,0.0017,0.0
Scheduled Access (Reservation,HDLC Protocol,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,5,0,Insufficient signal,1.0,,,0.2023,0.0
Scheduled Access (Reservation,IEEE 802.11 Wireless LAN,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,6,0,Insufficient signal,1.0,,,0.081,0.0
Random Access (ALOHA,Link Layer Addressing,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,1,0,Insufficient signal,1.0,,,0.1511,0.0
Random Access (ALOHA,10-Gigabit Ethernet,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,2,0,Insufficient signal,1.0,,,0.0177,0.0
Random Access (ALOHA,Self-Study Topics,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,3,0,Insufficient signal,1.0,,,0.1092,0.0
Random Access (ALOHA,HDLC Protocol,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,4,0,Insufficient signal,1.0,,,0.1372,0.0
Random Access (ALOHA,IEEE 802.11 Wireless LAN,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,5,0,Insufficient signal,1.0,,,0.1452,0.0
Link Layer Addressing,10-Gigabit Ethernet,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,1,0,Insufficient signal,1.0,,,0.2799,0.0
Link Layer Addressing,Self-Study Topics,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,2,0,Insufficient signal,1.0,,,0.023,0.0
Link Layer Addressing,HDLC Protocol,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,3,0,Insufficient signal,1.0,,,0.224,0.0
Link Layer Addressing,IEEE 802.11 Wireless LAN,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,4,0,Insufficient signal,1.0,,,0.188,0.0
10-Gigabit Ethernet,Self-Study Topics,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,1,0,Insufficient signal,1.0,,,-0.0263,0.0
10-Gigabit Ethernet,HDLC Protocol,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,2,0,Insufficient signal,1.0,,,0.0984,0.0
10-Gigabit Ethernet,IEEE 802.11 Wireless LAN,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,3,0,Insufficient signal,1.0,,,0.3096,0.0
Self-Study Topics,HDLC Protocol,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,1,0,Insufficient signal,1.0,,,-0.0453,0.0
Self-Study Topics,IEEE 802.11 Wireless LAN,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,2,0,Insufficient signal,1.0,,,-0.0155,0.0
HDLC Protocol,IEEE 802.11 Wireless LAN,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,1,0,Insufficient signal,1.0,,,0.16,0.0
Cayley-Hamilton,Fourier series of periodic,6.39-N-B.E.-Data-Science-Sem-III-IV.pdf,14,0,Insufficient signal,1.0,,,0.1868,0.0
Motion of particle with variable acceleration,Force and Acceleration: -Introduction to basic,NEW EM SYLLABUS 2024-25.pdf,1,1,Adjacent same-course topics: delta=1 + sim=0.536,1.0,,,0.5365,0.0909
Motion of particle with variable acceleration,Principle of linear impulse and momentum. Impact,NEW EM SYLLABUS 2024-25.pdf,2,0,Insufficient signal,1.0,,,0.2735,0.0833
Force and Acceleration: -Introduction to basic,Principle of linear impulse and momentum. Impact,NEW EM SYLLABUS 2024-25.pdf,1,1,Foundational kw in A + sim=0.415 + delta=1,1.0,,,0.4148,0.0833
Complex Numbers,Polar & Exponential Forms,ASCEND_seed_truth_layer,0,1,,1.0,,,0.3074,0.0
Complex Numbers,De Moivre's Theorem,ASCEND_seed_truth_layer,0,1,,1.0,,,0.5304,0.0
Matrices & Determinants,Eigenvalues & Eigenvectors,ASCEND_seed_truth_layer,0,1,,1.0,,,0.4552,0.0
Eigenvalues & Eigenvectors,Cayley-Hamilton Theorem,ASCEND_seed_truth_layer,0,1,,1.0,,,0.2187,0.0
Differential Calculus,Successive Differentiation,ASCEND_seed_truth_layer,0,1,,1.0,,,0.5361,0.0
Successive Differentiation,Leibnitz's Theorem,ASCEND_seed_truth_layer,0,1,,1.0,,,0.2208,0.0
Partial Differentiation,Euler's Theorem (Homogeneous),ASCEND_seed_truth_layer,0,1,,1.0,,,0.1406,0.0
Integration Techniques,Beta & Gamma Functions,ASCEND_seed_truth_layer,0,1,,1.0,,,0.2546,0.0
Integration Techniques,Double & Triple Integrals,ASCEND_seed_truth_layer,1,1,,1.0,,,0.446,0.0
